FID,Geocodigo,Nome,MoradDPPOCanalizCasaTot,MoradDPPOCanalizTerrTot,MoradDPPOSemCanalizTot,MoradDPPOTotTot,PercMoradDPPOCanalizCasaTot,PercMoradDPPOCanalizTerrTot,PercMoradDPPOSemCanalizTot
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62aa,3159506,Santa Rita do Itueto - MG,5815,8,3,5826,99.81,0.14,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a9,3159605,Santa Rita do Sapucaí - MG,40211,201,15,40427,99.47,0.5,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a8,3159704,Santa Rosa da Serra - MG,3350,23,,3373,99.32,0.68,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a7,3159803,Santa Vitória - MG,20819,35,7,20861,99.8,0.17,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a6,3159902,Santo Antônio do Amparo - MG,17184,38,2,17224,99.77,0.22,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a5,3160009,Santo Antônio do Aventureiro - MG,3763,,5,3768,99.87,,0.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a4,3160108,Santo Antônio do Grama - MG,4218,3,3,4224,99.86,0.07,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a3,3160207,Santo Antônio do Itambé - MG,3473,180,257,3910,88.82,4.6,6.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a2,3160306,Santo Antônio do Jacinto - MG,9779,488,56,10323,94.73,4.73,0.54
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a1,3160405,Santo Antônio do Monte - MG,26851,373,9,27233,98.6,1.37,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-62a0,3160454,Santo Antônio do Retiro - MG,6239,173,217,6629,94.12,2.61,3.27
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-629f,3160504,Santo Antônio do Rio Abaixo - MG,1788,18,2,1808,98.89,1,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-629e,3160603,Santo Hipólito - MG,2669,34,,2703,98.74,1.26,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-629d,3160702,Santos Dumont - MG,42026,156,43,42225,99.53,0.37,0.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-629c,3160801,São Bento Abade - MG,4693,1,9,4703,99.79,0.02,0.19
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-629b,3160900,São Brás do Suaçuí - MG,3977,3,,3980,99.92,0.08,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-629a,3160959,São Domingos das Dores - MG,5606,3,10,5619,99.77,0.05,0.18
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6299,3163300,São José do Divino - MG,3447,14,3,3464,99.51,0.4,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6298,3161007,São Domingos do Prata - MG,17218,28,37,17283,99.62,0.16,0.21
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6297,3161056,São Félix de Minas - MG,3014,186,,3200,94.19,5.81,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6296,3161106,São Francisco - MG,48124,3595,861,52580,91.53,6.84,1.64
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6295,3161205,São Francisco de Paula - MG,5793,221,173,6187,93.63,3.57,2.8
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6294,3161304,São Francisco de Sales - MG,5679,42,9,5730,99.11,0.73,0.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6293,3161403,São Francisco do Glória - MG,4790,7,,4797,99.85,0.15,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6292,3161502,São Geraldo - MG,10237,14,5,10256,99.81,0.14,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6291,3161601,São Geraldo da Piedade - MG,3287,7,,3294,99.79,0.21,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6290,3161650,São Geraldo do Baixio - MG,3140,,,3140,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-628f,3161700,São Gonçalo do Abaeté - MG,7225,108,7,7340,98.43,1.47,0.1
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-628e,3161809,São Gonçalo do Pará - MG,11697,18,9,11724,99.77,0.15,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-628d,3161908,São Gonçalo do Rio Abaixo - MG,11663,41,7,11711,99.59,0.35,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-628c,3162005,São Gonçalo do Sapucaí - MG,23812,87,15,23914,99.57,0.36,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-628b,3162104,São Gotardo - MG,40617,113,21,40751,99.67,0.28,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-628a,3162203,São João Batista do Glória - MG,7612,,2,7614,99.97,,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6289,3162252,São João da Lagoa - MG,4606,140,65,4811,95.74,2.91,1.35
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6288,3162302,São João da Mata - MG,2909,1,,2910,99.97,0.03,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6287,3163409,São José do Goiabal - MG,5368,15,5,5388,99.63,0.28,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6286,3162401,São João da Ponte - MG,21920,1847,53,23820,92.02,7.75,0.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6285,3162450,São João das Missões - MG,8282,4452,290,13024,63.59,34.18,2.23
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6284,3162500,São João del Rei - MG,87563,1737,137,89437,97.9,1.94,0.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6283,3162559,São João do Manhuaçu - MG,11231,8,,11239,99.93,0.07,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6282,3162575,São João do Manteninha - MG,5233,46,1,5280,99.11,0.87,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6281,3162609,São João do Oriente - MG,7048,8,6,7062,99.8,0.11,0.08
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6280,3162658,São João do Pacuí - MG,3609,346,16,3971,90.88,8.71,0.4
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-627f,3162708,São João do Paraíso - MG,23234,498,170,23902,97.21,2.08,0.71
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-627e,3162807,São João Evangelista - MG,14830,338,9,15177,97.71,2.23,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-627d,3162906,São João Nepomuceno - MG,25368,57,5,25430,99.76,0.22,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-627c,3162922,São Joaquim de Bicas - MG,30883,256,97,31236,98.87,0.82,0.31
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-627b,3162948,São José da Barra - MG,7768,3,9,7780,99.85,0.04,0.12
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-627a,3162955,São José da Lapa - MG,25956,50,36,26042,99.67,0.19,0.14
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6279,3163003,São José da Safira - MG,3650,102,54,3806,95.9,2.68,1.42
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6278,3163102,São José da Varginha - MG,4504,23,4,4531,99.4,0.51,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6277,3163201,São José do Alegre - MG,4124,3,1,4128,99.9,0.07,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6276,3165107,São Tomás de Aquino - MG,6729,3,1,6733,99.94,0.04,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6275,3163508,São José do Jacuri - MG,5885,300,9,6194,95.01,4.84,0.15
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6274,3163607,São José do Mantimento - MG,2702,29,6,2737,98.72,1.06,0.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6273,3163706,São Lourenço - MG,44300,31,6,44337,99.92,0.07,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6272,3163805,São Miguel do Anta - MG,6318,5,7,6330,99.81,0.08,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6271,3163904,São Pedro da União - MG,4693,159,3,4855,96.66,3.27,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6270,3164001,São Pedro dos Ferros - MG,7126,8,,7134,99.89,0.11,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-626f,3164100,São Pedro do Suaçuí - MG,4677,207,200,5084,91.99,4.07,3.93
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-626e,3164209,São Romão - MG,9836,292,164,10292,95.57,2.84,1.59
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-626d,3164308,São Roque de Minas - MG,7021,44,3,7068,99.34,0.62,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-626c,3164407,São Sebastião da Bela Vista - MG,6304,24,11,6339,99.45,0.38,0.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-626b,3164431,São Sebastião da Vargem Alegre - MG,3110,2,,3112,99.94,0.06,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-626a,3164472,São Sebastião do Anta - MG,6175,4,1,6180,99.92,0.06,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6269,3164506,São Sebastião do Maranhão - MG,9655,301,91,10047,96.1,3,0.91
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6268,3164605,São Sebastião do Oeste - MG,8776,11,3,8790,99.84,0.13,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6267,3164704,São Sebastião do Paraíso - MG,71132,167,33,71332,99.72,0.23,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6266,3164803,São Sebastião do Rio Preto - MG,1256,3,,1259,99.76,0.24,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6265,3164902,São Sebastião do Rio Verde - MG,2274,,,2274,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6264,3165008,São Tiago - MG,11152,16,1,11169,99.85,0.14,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6263,3165206,São Tomé das Letras - MG,6776,19,9,6804,99.59,0.28,0.13
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6262,3165305,São Vicente de Minas - MG,6726,1,,6727,99.99,0.01,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6261,3165404,Sapucaí-Mirim - MG,6284,9,11,6304,99.68,0.14,0.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6260,3165503,Sardoá - MG,4150,917,24,5091,81.52,18.01,0.47
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-625f,3165537,Sarzedo - MG,36726,35,34,36795,99.81,0.1,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-625e,3165552,Setubinha - MG,8897,903,115,9915,89.73,9.11,1.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-625d,3165560,Sem-Peixe - MG,2394,17,22,2433,98.4,0.7,0.9
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-625c,3165578,Senador Amaral - MG,6156,31,7,6194,99.39,0.5,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-625b,3165602,Senador Cortes - MG,2239,,,2239,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-625a,3165701,Senador Firmino - MG,7615,42,13,7670,99.28,0.55,0.17
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6259,3165800,Senador José Bento - MG,2059,9,,2068,99.56,0.44,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6258,3165909,Senador Modestino Gonçalves - MG,3921,64,11,3996,98.12,1.6,0.28
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6257,3166006,Senhora de Oliveira - MG,5418,44,6,5468,99.09,0.8,0.11
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6256,3166105,Senhora do Porto - MG,2980,60,22,3062,97.32,1.96,0.72
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6255,3166204,Senhora dos Remédios - MG,10306,54,17,10377,99.32,0.52,0.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6254,3166303,Sericita - MG,7334,10,,7344,99.86,0.14,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6253,3166402,Seritinga - MG,1814,4,,1818,99.78,0.22,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6252,3166501,Serra Azul de Minas - MG,3690,78,24,3792,97.31,2.06,0.63
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6251,3166600,Serra da Saudade - MG,829,,,829,100,,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6250,3166709,Serra dos Aimorés - MG,6773,101,57,6931,97.72,1.46,0.82
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-624f,3166808,Serra do Salitre - MG,11617,147,6,11770,98.7,1.25,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-624e,3166907,Serrania - MG,7574,19,,7593,99.75,0.25,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-624d,3166956,Serranópolis de Minas - MG,4232,149,17,4398,96.23,3.39,0.39
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-624c,3167004,Serranos - MG,1973,6,,1979,99.7,0.3,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-624b,3167103,Serro - MG,21440,203,111,21754,98.56,0.93,0.51
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-624a,3167202,Sete Lagoas - MG,225826,484,211,226521,99.69,0.21,0.09
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6249,3167301,Silveirânia - MG,2305,1,1,2307,99.91,0.04,0.04
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6248,3167400,Silvianópolis - MG,5606,525,4,6135,91.38,8.56,0.07
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6247,3167509,Simão Pereira - MG,2939,8,,2947,99.73,0.27,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6246,3167608,Simonésia - MG,19600,53,10,19663,99.68,0.27,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6245,3167707,Sobrália - MG,4739,397,1,5137,92.25,7.73,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6244,3167806,Soledade de Minas - MG,5574,34,,5608,99.39,0.61,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6243,3167905,Tabuleiro - MG,4008,6,,4014,99.85,0.15,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6242,3168002,Taiobeiras - MG,32243,476,173,32892,98.03,1.45,0.53
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6241,3168051,Taparuba - MG,3377,10,,3387,99.7,0.3,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6240,3168101,Tapira - MG,4107,8,2,4117,99.76,0.19,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-623f,3168200,Tapiraí - MG,1688,1,,1689,99.94,0.06,
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-623e,3521101,Ipeúna - SP,6822,6,2,6830,99.88,0.09,0.03
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-623d,3168309,Taquaraçu de Minas - MG,4171,22,25,4218,98.89,0.52,0.59
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-623c,3168408,Tarumirim - MG,14178,436,8,14622,96.96,2.98,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-623b,3168507,Teixeiras - MG,12176,24,6,12206,99.75,0.2,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-623a,3168606,Teófilo Otoni - MG,133283,2124,781,136188,97.87,1.56,0.57
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6239,3168705,Timóteo - MG,81274,90,46,81410,99.83,0.11,0.06
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6238,3168804,Tiradentes - MG,7581,45,27,7653,99.06,0.59,0.35
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6237,3168903,Tiros - MG,7563,217,69,7849,96.36,2.76,0.88
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6236,3169000,Tocantins - MG,15926,145,35,16106,98.88,0.9,0.22
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6235,3169059,Tocos do Moji - MG,3821,1,2,3824,99.92,0.03,0.05
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6234,3169109,Toledo - MG,7105,36,18,7159,99.25,0.5,0.25
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6233,3169208,Tombos - MG,8546,20,1,8567,99.75,0.23,0.01
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6232,3169307,Três Corações - MG,74097,120,116,74333,99.68,0.16,0.16
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6231,3169356,Três Marias - MG,28426,178,166,28770,98.8,0.62,0.58
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-6230,3169406,Três Pontas - MG,54560,448,11,55019,99.17,0.81,0.02
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-622f,3169505,Tumiritinga - MG,5765,93,27,5885,97.96,1.58,0.46
sidra_6909_PercMoradDPPOSemCanalizTot_munic_22_pol.fid-703dc0a5_1918b5ed854_-622e,3169604,Tupaciguara - MG,25081,146,18,25245,99.35,0.58,0.07
